,id,original_language,overview,title,actors,directors,genres,production_companies
952,10065,en,A family is terrorized by demonic forces after moving into a home that was the site of a grisly mass-murder.,The Amityville Horror,"['Ryan Reynolds', 'Melissa George', 'Jesse James', 'Chloë Grace Moretz', 'Jimmy Bennett', 'Rachel Nichols', 'Philip Baker Hall', 'Isabel Conner', 'Brendan Donaldson', 'David Gee', 'Rich Komenich', 'Annabel Armour', 'Danny McCarthy', 'Nancy Lollar', 'José Taitano', 'Lenore Thomas', 'Jenny Strubin', 'Dorian Kingi']",['Andrew Douglas'],"['Horror', 'Thriller', 'Drama']","['Platinum Dunes', 'Dimension Films', 'Metro-Goldwyn-Mayer (MGM)', 'Radar Pictures']"
953,11679,en,"Ice Cube stars as Darius Stone, a thrill-seeking troublemaker whose criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert (played by Willem Dafoe).",xXx: State of the Union,"['Ice Cube', 'Samuel L. Jackson', 'Willem Dafoe', 'Scott Speedman', 'Peter Strauss', 'Xzibit', 'Michael Roof', 'Sunny Mabrey', 'Nona Gaye', 'John G. Connolly', 'Ramon De Ocampo', 'Barry Sigismondi', 'David Rountree', 'Ned Schmidtke', 'Michael Don Evans']",['Lee Tamahori'],"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Original Film', 'Columbia Pictures Corporation', 'Revolution Studios']"
954,1495,en,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",Kingdom of Heaven,"['Orlando Bloom', 'Eva Green', 'Jeremy Irons', 'Marton Csokas', 'Brendan Gleeson', 'Liam Neeson', 'Edward Norton', 'Michael Sheen', 'Ghassan Massoud', 'Velibor Topic', 'Alexander Siddig', 'Khaled Nabawy', 'Kevin McKidd', 'David Thewlis', 'Martin Hancock', 'Nathalie Cox', 'Giannina Facio', 'Michael Shaeffer', 'Ulrich Thomsen', 'Angus Wright']",['Ridley Scott'],"['Drama', 'Action', 'Adventure', 'History', 'War']","['Studio Babelsberg', 'Twentieth Century Fox Film Corporation', 'Scott Free Productions', 'Kanzaman', 'Dune Films', 'BK', 'KOH', 'Reino del Cielo', 'Inside Track 3', 'Calle Cruzada']"
955,10066,en,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,House of Wax,"['Elisha Cuthbert', 'Paris Hilton', 'Brian Van Holt', 'Jared Padalecki', 'Chad Michael Murray', 'Jon Abrahams', ""Robert Ri'chard"", 'Thomas Adamson', 'Dragicia Debert', 'Murray Smith', 'Sam Harkess', 'Damon Herriman', 'Emma Lung', 'Andy Anderson', 'Kendal Rae']",['Jaume Collet-Serra'],['Horror'],"['Village Roadshow Pictures', 'Dark Castle Entertainment', 'Warner Bros.']"
956,1640,en,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",Crash,"['Sandra Bullock', 'Don Cheadle', 'Matt Dillon', 'Michael Peña', 'Jennifer Esposito', 'Brendan Fraser', 'Nona Gaye', 'Terrence Howard', 'Ludacris', 'Thandie Newton', 'Ashlyn Sanchez', 'Marina Sirtis', 'Larenz Tate', 'Beverly Todd', 'Kathleen York', 'Keith David', 'William Fichtner', 'Daniel Dae Kim', 'Ryan Phillippe', 'Karina Arroyave', 'Dato Bakhtadze', 'Art Chudabala', 'Tony Danza', 'Loretta Devine', 'Ime Etuk', 'Eddie J. Fernandez', 'Howard Fong', 'Billy Gallo', 'Ken Garito', 'Octavio Gómez Berríos', 'James Haggis', 'Sylva Kelegian', 'Jayden Lund', 'Jack McGee', 'Amanda Moresco', 'Martin Norseman', 'Joe Ordaz', 'Greg Joung Paik', 'Yomi Perry', 'Alexis Rhee', 'Molly Schaffer', 'Paul E. Short', 'Bahar Soomekh', 'Allan Steele', 'Kate Super', 'Glenn Taranto', 'Shaun Toub', 'Curt Clendenin', 'Alastair Douglas', 'Nicholas George Stark', 'Bruce Kirby', 'Sean Cory Cooper']",['Paul Haggis'],['Drama'],"['Lionsgate', 'Blackfriars Bridge Films', 'Yari Film Group', 'Bob Yari Productions', 'ApolloProScreen Filmproduktion', ""Bull's Eye Entertainment"", 'DEJ Productions', 'Harris Company']"
957,10027,en,"Raised as a slave, Danny is used to fighting for his survival. In fact, his ""master,"" Bart, thinks of him as a pet and goes as far as leashing him with a collar so they can make money in fight clubs, where Danny is the main contender. When Bart's crew is in a car accident, Danny escapes and meets a blind, kindhearted piano tuner who takes him in and uses music to free the fighter's long-buried heart.",Unleashed,"['Jet Li', 'Morgan Freeman', 'Bob Hoskins', 'Vincent Regan', 'Dylan Brown', 'Tamer Hassan', 'Phyllida Law', 'Michael Jenn', 'Carole Ann Wilson', 'Kerry Condon', 'Mike Lambert', 'Puthirith Chou', 'Jaclyn Tze Wey', 'Georgina Chapman', 'Tony Theng', 'Owen Lay', 'Andy Beckwith', 'Franck Xie Cheng', 'Michael Webber', 'Danielle Louise Harley', 'Affif Ben Badra', 'Miguel Eduardo Cueva', 'Scott Adkins']",['Louis Leterrier'],"['Action', 'Crime']","['Canal Plus', 'Current Entertainment', 'Clubdeal', 'TF1 Films Production', 'EuropaCorp', 'Qian Yian International', 'Danny the Dog Prods Ltd.']"
958,1895,en,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",Star Wars: Episode III - Revenge of the Sith,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen', 'Ian McDiarmid', 'Samuel L. Jackson', 'Christopher Lee', 'Anthony Daniels', 'Kenny Baker', 'Frank Oz', 'Jimmy Smits', 'Peter Mayhew', 'Oliver Ford Davies', 'Ahmed Best', 'Silas Carson', 'Joel Edgerton', 'Bonnie Piesse', 'Matthew Wood', 'Temuera Morrison', 'Bruce Spence', 'Jeremy Bulloch', 'Wayne Pygram', 'Nick Gillard', 'Aidan Barton', 'James Earl Jones', 'George Lucas', 'Jett Lucas', 'Amanda Lucas', 'Katie Lucas', ""Jay Laga'aia"", 'Rohan Nichol', 'David Bowers', 'Keisha Castle-Hughes', 'Matt Sloan', 'Rebecca Jackson Mendoza', 'Tux Akindoyeni', 'Matt Rowan', 'Kenji Oates', 'Amy Allen', 'Bodie Taylor', 'Graeme Blundell', 'Trisha Noble', 'Claudia Karvan', 'Keira Wingate', 'Hayley Mooy', 'Sandi Finlay', ""Genevieve O'Reilly"", 'Warren Owens', 'Kee Chan', 'Rena Owen', 'Christopher Kirby', 'Kristy Wright', 'Coinneach Alexander', 'Mousy McCallum', 'Michael Kingma', 'Axel Dench', 'Steven Foy', 'Julian Khazzouh', 'James Rowland', 'David Stiff', 'Robert Cope']",['George Lucas'],"['Science Fiction', 'Adventure', 'Action']",['Lucasfilm']
959,4379,en,"Office temp Charlotte Cantilini thinks she's found Mr. Right when she starts dating gorgeous surgeon Dr. Kevin Fields. But there's a problem standing in the way of everlasting bliss: Kevin's overbearing and controlling mother, Viola. Fearing she'll lose her son's affections forever, Viola decides to break up the happy couple by becoming the world's worst mother-in-law.",Monster-in-Law,"['Jennifer Lopez', 'Jane Fonda', 'Michael Vartan', 'Wanda Sykes', 'Adam Scott', 'Monet Mazur', 'Annie Parisse', 'Will Arnett', 'Elaine Stritch', 'Stephen Dunham', 'Harriet Sansom Harris', 'Christina Masterson', 'Randee Heller', 'Mark Moses', 'Stephanie Turner', 'Jenny Wade', 'Amber Mead', 'Gian Franco Tordi']",['Robert Luketic'],"['Romance', 'Comedy']","['New Line Cinema', 'Spring Creek Productions', 'BenderSpink', 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG']"
960,953,en,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",Madagascar,"['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Sacha Baron Cohen', 'Paco León', 'Cedric the Entertainer', 'Andy Richter', 'Tom McGrath', 'Christopher Knights', 'Chris Miller', 'Conrad Vernon', 'Eric Darnell', 'David Cowgill', 'Elisa Gabrielli', 'Stephen Apostolina', 'Devika Parikh', 'David P. Smith', 'Cody Cameron', 'Bob Saget', 'Jeffrey Katzenberg']","['Eric Darnell', 'Tom McGrath']","['Family', 'Animation']","['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']"
961,9291,en,"Pro quarter-back, Paul Crewe and former college champion and coach, Nate Scarboro are doing time in the same prison. Asked to put together a team of inmates to take on the guards, Crewe enlists the help of Scarboro to coach the inmates to victory in a football game 'fixed' to turn out quite another way.",The Longest Yard,"['Adam Sandler', 'Chris Rock', 'Burt Reynolds', 'Michael Irvin', 'Nelly', 'Bill Goldberg', 'Terry Crews', 'Bob Sapp', 'Nicholas Turturro', 'Dalip Singh Rana', 'Lobo Sebastian', 'Steve Reevis', 'Tracy Morgan', 'William Fichtner', 'Bill Romanowski', 'Kevin Nash', 'Steve Austin', 'Brian Bosworth', 'Michael Papajohn', 'Conrad Goode', 'Brandon Molale', 'James Cromwell', 'Cloris Leachman', 'Rob Schneider', 'Jason Williams', 'Chris Berman', 'Jim Rome', 'Dan Patrick', 'Ed Lauter', 'Big Boy', 'Courteney Cox', 'Sean Salisbury']",['Peter Segal'],"['Comedy', 'Drama']","['Paramount Pictures', 'Columbia Pictures Corporation', 'MTV Films', 'Happy Madison Productions', 'Callahan Filmworks']"
962,921,en,"The true story of boxer, Jim Braddock who, in the 1920’s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state.",Cinderella Man,"['Russell Crowe', 'Renée Zellweger', 'Paul Giamatti', 'Craig Bierko', 'Paddy Considine', 'Bruce McGill', 'David Huband', 'Connor Price', 'Ariel Waller', 'Patrick Louis', 'Rosemarie DeWitt', 'Linda Kash', 'Nicholas Campbell', 'Gene Pyrz', 'Chuck Shamata', 'Ron Canada', 'Matthew G. Taylor', 'Rance Howard', 'James Ritz', 'Fulvio Cecere', 'Clint Howard', 'Ken James', 'Rufus Crawford', 'Wayne Gordon', 'Nick Alachiotis', 'Stuart Clark', 'Eric Fink', 'Sergio Di Zio', 'Gavin Grazer', 'Boyd Banks', 'Daniel Kash', 'Judah Katz', 'Angelo Tsarouchas', 'Robert Smith', 'Aaron Abrams', 'Duff MacDonald', 'Christopher Crumb', 'Gerry Quigley', 'Peter MacNeill', 'Darrin Brown', 'James Kirchner', 'Nola Augustson', 'Gino Marrocco', 'Alec Stockwell', 'Chick Roberts', 'Isabella Fink', 'Beau Starr', 'Philip Craig', 'Roman Podhora', 'R.D. Reid', 'Michael Dyson', 'Sam Malkin', 'Tony Munch', 'Conrad Bergschneider', 'Richard Binsley', 'Ramona Pringle', 'Alon Nashman', 'Dominic Cuzzocrea', 'Neil Foster', 'Brian Jagersky', 'Tim Eddis', 'Krysta Carter', 'Rick Cordeiro', 'Riva Di Paola', 'Andrew Priestman', 'Michael Stevens', 'Egidio Tari', 'Mark Falvo']",['Ron Howard'],"['Romance', 'Drama', 'History']","['Miramax Films', 'Imagine Entertainment', 'Universal Pictures', 'Parkway Pictures (I)', 'Touchstone Pictures']"
963,787,en,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",Mr. & Mrs. Smith,"['Angelina Jolie', 'Brad Pitt', 'Vince Vaughn', 'Adam Brody', 'Kerry Washington', 'Keith David', 'Chris Weitz', 'Rachael Huntley', 'Michelle Monaghan', 'Stephanie March', 'Jennifer Morrison', 'Theresa Barrera', 'Perrey Reeves', 'Melanie Tolbert', 'Sam Sabbah']",['Doug Liman'],"['Action', 'Comedy', 'Drama', 'Thriller']","['Weed Road Pictures', 'Summit Entertainment', 'Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures']"
964,272,en,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",Batman Begins,"['Christian Bale', 'Michael Caine', 'Liam Neeson', 'Katie Holmes', 'Gary Oldman', 'Cillian Murphy', 'Tom Wilkinson', 'Morgan Freeman', 'Rutger Hauer', 'Ken Watanabe', 'Mark Boone Junior', 'Linus Roache', 'Larry Holden', 'Gerard Murphy', 'Colin McFarlane', 'Jack Gleeson', 'T.J. Ramini', 'Kieran Hurley', 'Catherine Porter', 'Gus Lewis', 'Rade Serbedzija', 'Sara Stewart', 'Richard Brake', 'Emma Lockhart', 'Christine Adams', 'John Nolan', 'Karen David', 'Jonathan D. Ellis', 'Tamer Hassan', 'Ronan Leahy', 'Vincent Wong', 'Том Ву', 'Mark Chiu', 'Turbo Kong', 'Sai-Kit Yung', 'Chike Chan', 'Jamie Hayden', 'David Murray', 'Darragh Kelly', 'John Kazek', 'Joseph Rye', 'Kwaku Ankomah', 'Jo Martin', 'Charles Edwards', 'Lucy Russell', 'Mark Straker', 'Timothy Deenihan', 'Flavia Masetto', 'Emily Steven-Daly', 'David Bedella', 'Martin McDougall', 'Noah Lee Margetts', 'Joe Hanley', 'Karl Shiels', 'Roger Griffiths', 'Stephen Walters', 'Richard Laing', 'Matt Miller', 'Risteard Cooper', 'Shane Rimmer', 'Jeremy Theobald', 'Alexandra Bastedo', 'John Judd', 'Soo Hee Ding', 'Phill Curr', 'Sarah Wateridge', 'Charlie Kranz', 'Terry McMahon', 'Cedric Young', 'Tim Booth', 'Tom Nolan', 'Roger Yuan', 'Joe Sargent', 'Emmanuel Idowu', 'Mel Taylor', 'Ilyssa Fradin', 'Andrew Pleavin', 'Jeff Christian', 'Tenzin Gyurme', 'Tenzin Clive Ball', 'John Burke', 'Earlene Bentley', 'Alex Moggridge', 'Jay Buozzi', 'Rory Campbell', 'Poppy Tierney', 'Spencer Wilding', 'Mark Smith', 'Dave Legeno', 'Khan Bonfils', 'Ruben Halse', 'Jordan Shaw', 'Dominic Burgess', 'Nadia Cameron-Blakey', 'Jeff Tanner', 'Omar Mostafa', 'Leon Delroy Williams', 'Fabio Cardascia', 'Dean Alexandrou', 'Joey Ansah', 'Jon Foo', 'Emil Martirossian', 'Mark Strange', 'Lasco Atkins', 'Rick Avery', 'James Embree', 'Gil Kolirin', 'Jane Osborn', 'Dan Poole', 'Tommy Gunn', 'Philip Harvey', 'Russell Wilcox', 'Ray Donn']",['Christopher Nolan'],"['Action', 'Crime', 'Drama']","['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Patalex III Productions Limited']"
965,11451,en,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",Herbie Fully Loaded,"['Lindsay Lohan', 'Michael Keaton', 'Matt Dillon', 'Breckin Meyer', 'Justin Long', 'Cheryl Hines', 'Jimmi Simpson', 'Scoot McNairy', 'Thomas Lennon', 'Jill Ritchie', 'Jeremy Roberts', 'E.E. Bell', 'Peter Pasco', 'Mario Larraza', 'Patrick Cranshaw', 'Wendi McLendon-Covey']",['Angela Robinson'],"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']","['Walt Disney Pictures', 'Robert Simonds Productions']"
966,9722,en,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic show ""Bewitched"".",Bewitched,"['Nicole Kidman', 'Will Ferrell', 'Shirley MacLaine', 'Michael Caine', 'Jason Schwartzman', 'Kristin Chenoweth', 'Heather Burns', 'Jim Turner', 'Stephen Colbert', 'David Alan Grier', 'Michael Badalucco', 'Carole Shelley', 'Steve Carell', 'Katie Finneran', 'James Lipton', 'Brittany Krall', 'Alison MacInnis', 'Wendi McLendon-Covey', 'Amy Sedaris']",['Nora Ephron'],"['Comedy', 'Fantasy', 'Romance']","['Columbia Pictures Corporation', 'Red Wagon Entertainment', 'Bewitched']"
967,74,en,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",War of the Worlds,"['Tom Cruise', 'Dakota Fanning', 'Miranda Otto', 'Justin Chatwin', 'Tim Robbins', 'Camillia Sanes', 'John Scurti', 'Morgan Freeman', 'Takayo Fischer', 'Yul Vazquez', 'Ann Robinson', 'Gene Barry', 'Daniel Eric Gold', 'Channing Tatum', 'Dempsey Pappion', 'Lisa Ann Walter', 'Lenny Venito', 'Rick Gonzalez', 'David Alan Basche', 'Roz Abrams', 'Marlon Young', 'John Eddins', 'Amy Ryan', 'Jim Hanna', 'James DuMont', 'Travis Aaron Wade', 'Columbus Short', 'Tom Kenny', 'Ty Simpkins']",['Steven Spielberg'],"['Adventure', 'Thriller', 'Science Fiction']","['Paramount Pictures', 'DreamWorks SKG', 'Cruise/Wagner Productions', 'Amblin Entertainment']"
968,9738,en,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",Fantastic Four,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis', 'Julian McMahon', 'Kerry Washington', 'Hamish Linklater', 'Laurie Holden', 'David Parker', 'Kevin McNulty', 'Maria Menounos', 'Michael Kopsa', 'Andrew Airlie', 'Pascale Hutton', 'Douglas Weston', 'Stan Lee', 'Sam Rubin', 'G. Michael Gray', 'Patrick Stoner']",['Tim Story'],"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['Twentieth Century Fox Film Corporation', '1492 Pictures', 'Constantin Film Produktion', 'Marvel Enterprises', 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG']"
969,9522,en,"John and his buddy, Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally, they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire, he discovers what true love – and heartache – feels like.",Wedding Crashers,"['Owen Wilson', 'Vince Vaughn', 'Christopher Walken', 'Rachel McAdams', 'Isla Fisher', 'Jane Seymour', 'Bradley Cooper', 'Henry Gibson', ""Keir O'Donnell"", 'David Conrad', 'Ron Canada', 'Ellen Albertini Dow', 'Dwight Yoakam', 'Rebecca De Mornay', 'Jennifer Alden', 'Kathryn Joosten', 'Will Ferrell', 'Diora Baird', 'Naureen Zaim', 'Norma Michaels', 'Lindsay Schoneweis']",['David Dobkin'],"['Comedy', 'Romance']","['New Line Cinema', 'Tapestry Films', 'Avery Pix']"
970,1635,en,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",The Island,"['Ewan McGregor', 'Scarlett Johansson', 'Djimon Hounsou', 'Sean Bean', 'Steve Buscemi', 'Michael Clarke Duncan', 'Ethan Phillips', 'Brian Stepanek', 'Noa Tishby', 'Siobhan Flynn', 'Troy Blendell', 'Jamie McBride', 'Kevin McCorkle', 'Gary Nickens', 'Kathleen Rose Perkins', 'Katy Boyer', 'Wendy Haines', 'Glenn Morshower', 'Shawnee Smith', 'Max Baker', 'Phil Abrams', 'Svetlana Efremova', 'Randy Oglesby', 'Yvette Nicole Brown', 'Taylor Gilbert', 'Tim Halligan', 'Michael Canavan', 'Jimmy Smagula', 'Ben Tolpin', 'Rich Hutchman', 'Gonzalo Menendez', 'Olivia Tracey', 'Ray Xifo', 'Mary Pat Gleason', 'Whitney Dylan', 'Mitzi Martin', 'Shelby Leverington', 'Don Creech', 'Richard V. Licata', 'Chris Ellis', 'Eric Stonestreet']",['Michael Bay'],"['Action', 'Thriller', 'Science Fiction', 'Adventure']","['DreamWorks SKG', 'Warner Bros.', 'Parkes/MacDonald Productions']"
971,11459,en,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",Sky High,"['Michael Angarano', 'Kurt Russell', 'Kelly Preston', 'Danielle Panabaker', 'Kevin Heffernan', 'Dee Jay Daniels', 'Kelly Vitz', 'Mary Elizabeth Winstead', 'Lynda Carter', 'Bruce Campbell', 'Steven Strait', 'Cloris Leachman', 'Jim Rash', 'Dave Foley', 'Kevin McDonald', 'Tom Kenny', 'Malika Haqq', 'Khadijah Haqq', 'Will Harris', 'Patrick Warburton']",['Mike Mitchell'],"['Adventure', 'Comedy', 'Family']","['Walt Disney Pictures', 'Gunn Films', 'Max Stronghold Productions Inc.']"
972,16320,en,"When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an action-packed battle between the relentless military might of a totalitarian regime who will destroy anything – or anyone – to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But... the greatest danger of all may be on their ship.",Serenity,"['Nathan Fillion', 'Gina Torres', 'Alan Tudyk', 'Morena Baccarin', 'Adam Baldwin', 'Jewel Staite', 'Sean Maher', 'Summer Glau', 'Ron Glass', 'Chiwetel Ejiofor', 'David Krumholtz', 'Michael Hitchcock', 'Sarah Paulson', 'Yan Feldman', 'Rafael Feldman', 'Nectar Rose', 'Tamara Taylor', 'Glenn Howerton', 'Hunter Ansley Wryn', ""Logan O'Brien"", 'Erik Erotas', 'Demetra Raven', 'Marley McClean', 'Jessica Huang', 'Scott Kinworthy', 'Erik Weiner', ""Conor O'Brien"", 'Peter James Smith', 'Weston Nathanson', ""Carrie 'CeCe' Cline"", ""Chuck O'Neil"", 'Amy Wieczorek', 'Tristan Jarred', 'Elaine Mani Lee', 'Terrence Hardy Jr.', ""Brian O'Hare"", 'Ryan Tasz', 'Colin Patrick Lynch', 'Terrell Tilford', 'Joshua Michael Kwiat', 'Antonio Rufino', 'Linda Wang', 'Mark Winn', 'Rick Williamson']",['Joss Whedon'],"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['Universal Pictures', 'Barry Mendel Productions']"
973,9913,en,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,The Skeleton Key,"['Kate Hudson', 'Gena Rowlands', 'Peter Sarsgaard', 'John Hurt', 'Joy Bryant', 'Marion Zinser', 'Maxine Barnett', 'Fahnlohnee R. Harris', 'Deneen Tyler', 'Ann Dalrymple', 'Trula M. Marcus', 'Jen Apgar', 'Thomas Uskali', 'Jamie Lee Redmon', 'Forrest Landis', 'Tonya Staten', 'Isaach De Bankolé', 'Christa Thorne', 'Ronald McCall', 'Jeryl Prescott']",['Iain Softley'],"['Drama', 'Horror', 'Mystery', 'Thriller']","['Universal Pictures', 'MFPV Film', 'Double Feature Films', 'ShadowCatcher Entertainment', 'Daniel Bobker Productions', 'Brick Dust Productions LLC']"
974,8292,en,Four adopted brothers return to their Detroit hometown when their mother is murdered and vow to exact revenge on the killers.,Four Brothers,"['Mark Wahlberg', 'Tyrese Gibson', 'André Benjamin', 'Garrett Hedlund', 'Terrence Howard', 'Josh Charles', 'Sofía Vergara', 'Fionnula Flanagan', 'Chiwetel Ejiofor', 'Taraji P. Henson', 'Barry Shabaka Henley', 'Jernard Burks', 'Kenneth Welsh', 'Tony Nappo', 'Shawn Singleton', 'Lyriq Bent', 'Shomari Downer', 'Mpho Koaho', 'Costin Manu', 'Kevin Duhaney', 'Victor A. Young']",['John Singleton'],"['Action', 'Crime']","['Paramount Pictures', 'Di Bonaventura Pictures']"
975,6957,en,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",The 40 Year Old Virgin,"['Steve Carell', 'Catherine Keener', 'Paul Rudd', 'Romany Malco', 'Seth Rogen', 'Jane Lynch', 'Leslie Mann', 'Elizabeth Banks', 'Kat Dennings', 'Mindy Kaling', 'Marilyn Dodds Frank', 'Gerry Bednob', 'Shelley Malil', 'Jordan Masterson', 'Chelsea Smith', 'Erica Vittina Phillips', 'Marika Dominczyk', 'Mo Collins', 'Lee Weaver', 'Stormy Daniels', 'Kevin Hart', 'Jonah Hill', 'Gillian Vigman', 'Kimberly Page', 'Siena Goines', 'Charlie Hartsock', 'Nancy Carell', 'Cedric Yarbrough', 'David Koechner', 'Jeff Kahn', 'Nick Lashaway', 'Loren Berman', 'Miki Mia', 'Jazzmun', 'Shannon Bradley', 'Brianna Brown', 'Liz Carey', 'Elizabeth DeCicco', 'Hilary Shepard', 'Barret Swatek', 'Carla Gallo', 'Michael Bierman', 'Marisa Guterman', 'Wayne Federman', 'Ron Marasco', 'Kate Luyben', 'Joe Nunez', 'Rose Abdoo', 'Steve Bannos', 'Brooke Hamlin', 'Miyoko Shimosawa', 'Ann Christine', 'Brandon Killham', 'Nicole Randall Johnson', 'Suzy Nakamura', 'Jenna Fischer', 'Stephanie Lemelin', 'Jamie Elle Mann', 'Leah McCormick', 'Samantha J. Reese', 'Brittney Skye', 'Phyllis Smith', 'Christopher T. Wood', 'Wyatt Smith', 'Kira Turnage', 'Penny Vital', 'Christa Nicole Wells']",['Judd Apatow'],"['Comedy', 'Romance']","['Universal Pictures', 'Apatow Productions']"
976,11460,en,"After attending the funeral of her grandmother in Dallas, the Lux Atlantic Hotel manager Lisa is waiting for a flight to Miami. Due to the bad weather and consequent flight delay, she meets in the airport bar Jack Rippner, who is also in the waiting list. They sit together in the plane, and Jack reveals that he wants Lisa to change the room in Lux of an important American politician to facilitate a terrorist attempt against him. Otherwise, Lisa's father will be killed by a hit man. Lisa has to decide what to do with the menacing man at her side.",Red Eye,"['Rachel McAdams', 'Cillian Murphy', 'Brian Cox', 'Jayma Mays', 'Jack Scalia', 'Robert Pine', 'Terry Press', 'Brittany Oaks', 'Laura Johnson', 'Max Kasch', 'Kyle Gallner', 'Angela Paton', 'Loren Lester', 'Suzie Plakson', 'Monica McSwain', 'Beth Toussaint', 'Adam Gobble', 'Megan Crawford', 'Carl Gilliard', 'Mary Kathleen Gordon', 'Philip Pavel', 'Amber Mead', 'Dey Young', 'Jeanine Jackson']",['Wes Craven'],"['Horror', 'Thriller']","['DreamWorks SKG', 'Craven-Maddalena Films', 'BenderSpink']"
